nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,nom_affiche_2026,provinces_2019,provinces_2026,listes_2019,listes_2026,methode_correspondance,confiance_correspondance,nb_tokens_communs,dice_tokens,jw_distance,tokens_nom_famille_communs,tokens_prenoms_communs,annee.x,nom_prenoms_2019,province_2019,numero_liste_2019,liste_id_2019,liste_nom_court_2019,camp_institutionnel_2019,famille_politique_2019,composante_politique_candidat_2019,axe_politique_2019,axe_politique_ordre_2019,rang_2019,tokens_nom_famille_2019,tokens_prenoms_2019,annee.y,nom_prenoms_2026,province_2026,numero_liste_2026,liste_id_2026,liste_nom_court_2026,camp_institutionnel_2026,famille_politique_2026,composante_politique_candidat_2026,axe_politique_2026,axe_politique_ordre_2026,rang_2026,tokens_nom_famille_2026,tokens_prenoms_2026,meme_province,meme_liste_court,meme_camp,meme_axe_politique
CEDRICK WAHEA,CEDRICK ILAN WAHEA,Cedrick WAHEA,"WAHEA Cedrick, Ilan",Province des Iles,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles - 04 - NATION AUTOCHTONE,tokens_haute_confiance,haute,2,0.8,0.09401709401709406,WAHEA,CEDRICK,2019,Cedrick WAHEA,Province des Iles,5,2019_Province des Iles_05,Dynamique autochtone,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,1,10,WAHEA,CEDRICK,2026,"WAHEA Cedrick, Ilan",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,24,WAHEA,CEDRICK|ILAN,TRUE,FALSE,TRUE,TRUE
ERIC JEAN NAXUE,ERIC JEAN NAXU NAXUE,Jean-Eric NAXUE,"NAXUE Jean-Eric, NAXU",Province des Iles,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles - 02 - UN NOUVEAU SOUFFLE,tokens_haute_confiance,haute,3,0.8571428571428571,0.05000000000000002,NAXUE,JEAN|ERIC,2019,Jean-Eric NAXUE,Province des Iles,6,2019_Province des Iles_06,Nouvelle vision des Iles,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,1,NAXUE,JEAN|ERIC,2026,"NAXUE Jean-Eric, NAXU",Province des Iles,2,2026_Province des Iles_02,Un nouveau souffle,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,6,3,NAXUE|NAXU,JEAN|ERIC,TRUE,FALSE,FALSE,FALSE
JEAN LOUIS SINEWAMI,BUAMA JEAN LOUIS SINEWAMI,Jean-Louis SINEWAMI,"SINEWAMI Jean-Louis, Buama",Province des Iles,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles - 04 - NATION AUTOCHTONE,tokens_haute_confiance,haute,3,0.8571428571428571,0.2203508771929824,SINEWAMI,JEAN|LOUIS,2019,Jean-Louis SINEWAMI,Province des Iles,6,2019_Province des Iles_06,Nouvelle vision des Iles,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,9,SINEWAMI,JEAN|LOUIS,2026,"SINEWAMI Jean-Louis, Buama",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,10,SINEWAMI,JEAN|LOUIS|BUAMA,TRUE,FALSE,FALSE,FALSE
GEORGES SAIHULIWA SINAWE,SAIHULIWA SINAWE,"Georges, Sinawë SAIHULIWA",SAIHULIWA Sinawë,Province des Iles,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles - 02 - UN NOUVEAU SOUFFLE,tokens_haute_confiance,haute,2,0.8,0.2777777777777779,SAIHULIWA,SINAWE,2019,"Georges, Sinawë SAIHULIWA",Province des Iles,6,2019_Province des Iles_06,Nouvelle vision des Iles,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,19,SAIHULIWA,GEORGES|SINAWE,2026,SAIHULIWA Sinawë,Province des Iles,2,2026_Province des Iles_02,Un nouveau souffle,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,6,15,SAIHULIWA,SINAWE,TRUE,FALSE,FALSE,FALSE
DAVID SIMIJANE YEIWIE,DAVID YEIWIE,"David, Simijane YEIWIE",YEIWIE David,Province des Iles,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles - 01 - PALIKA ÎLES,tokens_haute_confiance,haute,2,0.8,0.13571428571428576,YEIWIE,DAVID,2019,"David, Simijane YEIWIE",Province des Iles,7,2019_Province des Iles_07,MNIS Iles,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,10,YEIWIE,DAVID|SIMIJANE,2026,YEIWIE David,Province des Iles,1,2026_Province des Iles_01,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,10,YEIWIE,DAVID,TRUE,FALSE,FALSE,FALSE
CHRISTIANE HONEME OUASSAOUA,CHRISTIANE HONEME,Christiane OUASSAOUA ep HONEME,HONEME Christiane,Province des Iles,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles - 01 - PALIKA ÎLES,tokens_haute_confiance,haute,2,0.8,0.07407407407407407,HONEME,CHRISTIANE,2019,Christiane OUASSAOUA ep HONEME,Province des Iles,8,2019_Province des Iles_08,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,4,OUASSAOUA|HONEME,CHRISTIANE,2026,HONEME Christiane,Province des Iles,1,2026_Province des Iles_01,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,3,HONEME,CHRISTIANE,TRUE,TRUE,TRUE,TRUE
ADJOUHGNIOPE DAVID GERMOND,ADJOUHGNIOPE DAVID,ADJOUHGNIOPE David Germond,ADJOUHGNIOPE David,Province des Iles,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles - 01 - PALIKA ÎLES,tokens_haute_confiance,haute,2,0.8,0.06153846153846151,ADJOUHGNIOPE,DAVID,2019,ADJOUHGNIOPE David Germond,Province des Iles,8,2019_Province des Iles_08,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,23,ADJOUHGNIOPE,DAVID|GERMOND,2026,ADJOUHGNIOPE David,Province des Iles,1,2026_Province des Iles_01,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,20,ADJOUHGNIOPE,DAVID,TRUE,TRUE,TRUE,TRUE
ANNE KAOUMADANE MARCEL PAIMBOU PATRICK POUMOINE,MARCEL PAIMBOU POUMOINE,"Marcel, Patrick, Anne-Kaoumadane PAIMBOU-POUMOINE",PAIMBOU-POUMOINE Marcel,Province Nord,Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord - 05 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),tokens_nom_famille_prenom,haute,3,0.6666666666666666,0.32963305581251934,PAIMBOU|POUMOINE,MARCEL,2019,"Marcel, Patrick, Anne-Kaoumadane PAIMBOU-POUMOINE",Province Nord,1,2019_Province Nord_01,UNI,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,17,PAIMBOU|POUMOINE,MARCEL|PATRICK|ANNE|KAOUMADANE,2026,PAIMBOU-POUMOINE Marcel,Province Nord,5,2026_Province Nord_05,UNI,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,29,PAIMBOU|POUMOINE,MARCEL,TRUE,TRUE,TRUE,TRUE
BOIGUIVIE MARIE SHOLASTIQUE,BOIGUIVIE MARIE SCHOLASTIQUE,Marie Sholastique BOIGUIVIE,BOIGUIVIE Marie Scholastique,Province Nord,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord - 02 - ALTERNATIVE NORD POUR UN PAYS SOUVERAIN,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.00714285714285711,BOIGUIVIE,MARIE,2019,Marie Sholastique BOIGUIVIE,Province Nord,4,2019_Province Nord_04,Parti travailliste,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,28,BOIGUIVIE,MARIE|SHOLASTIQUE,2026,BOIGUIVIE Marie Scholastique,Province Nord,2,2026_Province Nord_02,Alternative Nord pour un pays souverain,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,1,18,BOIGUIVIE,MARIE|SCHOLASTIQUE,TRUE,FALSE,TRUE,TRUE
AUDE LEGRAS,AUDE CLAUDE KARENE LEGRAS,Aude LEGRAS,"LEGRAS Aude, Karene, Claude",Province Sud,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud - 08 - POUR UNE CALEDONIE FRANCAISE,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.1976969696969697,LEGRAS,AUDE,2019,Aude LEGRAS,Province Sud,2,2019_Province Sud_02,Rassemblement national,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,7,4,LEGRAS,AUDE,2026,"LEGRAS Aude, Karene, Claude",Province Sud,8,2026_Province Sud_08,Pour une Caledonie francaise,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,7,30,LEGRAS,AUDE|KARENE|CLAUDE,TRUE,FALSE,TRUE,TRUE
DJEO LUC ROCH WAMYTAN,ROCH WAMYTAN,"Roch, Luc Djéo WAMYTAN",WAMYTAN Roch,Province Sud,Province Sud,Province Sud - 07 - FLNKS,Province Sud - 02 - KANAKY POUR TOUS,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.19841269841269848,WAMYTAN,ROCH,2019,"Roch, Luc Djéo WAMYTAN",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,1,WAMYTAN,ROCH|LUC|DJEO,2026,WAMYTAN Roch,Province Sud,2,2026_Province Sud_02,Kanaky pour tous,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,1,49,WAMYTAN,ROCH,TRUE,FALSE,TRUE,TRUE
AMANDINE DARRAS JULIETTE RENEE,AMANDINE DARRAS,"Amandine, Juliette, Renée DARRAS",DARRAS Amandine,Province Sud,Province Sud,Province Sud - 07 - FLNKS,Province Sud - 02 - KANAKY POUR TOUS,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.10000000000000003,DARRAS,AMANDINE,2019,"Amandine, Juliette, Renée DARRAS",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,8,DARRAS,AMANDINE|JULIETTE|RENEE,2026,DARRAS Amandine,Province Sud,2,2026_Province Sud_02,Kanaky pour tous,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,1,8,DARRAS,AMANDINE,TRUE,FALSE,TRUE,TRUE
HERVE MONEFARA PIERRE SERGE,MONEFARA PIERRE,"Pierre, Serge, Hervé MONEFARA",MONEFARA Pierre,Province Sud,Province Sud,Province Sud - 07 - FLNKS,Province Sud - 11 - UNIS POUR LE PAYS,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.3148148148148149,MONEFARA,PIERRE,2019,"Pierre, Serge, Hervé MONEFARA",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,11,MONEFARA,PIERRE|SERGE|HERVE,2026,MONEFARA Pierre,Province Sud,11,2026_Province Sud_11,Unis pour le Pays,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,13,MONEFARA,PIERRE,TRUE,FALSE,TRUE,FALSE
ATINOUA CAROLE SANDRINE,AOURIGNA ATINOUA SANDRINE,"Sandrine, Carole ATINOUA",AOURIGNA ép ATINOUA Sandrine,Province Sud,Province Sud,Province Sud - 07 - FLNKS,Province Sud - 11 - UNIS POUR LE PAYS,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.21913043478260863,ATINOUA,SANDRINE,2019,"Sandrine, Carole ATINOUA",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,26,ATINOUA,SANDRINE|CAROLE,2026,AOURIGNA ép ATINOUA Sandrine,Province Sud,11,2026_Province Sud_11,Unis pour le Pays,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,20,AOURIGNA|ATINOUA,SANDRINE,TRUE,FALSE,TRUE,FALSE
DIGOUE RICHARD,DIGOUE FRANCIS JEAN RICHARD,Richard DIGOUE,"DIGOUE Richard, Jean-Francis",Province Sud,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud - 12 - UN ESPOIR POUR DEMAIN,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.1563492063492064,DIGOUE,RICHARD,2019,Richard DIGOUE,Province Sud,9,2019_Province Sud_09,Construire autrement,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,13,DIGOUE,RICHARD,2026,"DIGOUE Richard, Jean-Francis",Province Sud,12,2026_Province Sud_12,Un espoir pour demain,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,5,17,DIGOUE,RICHARD|JEAN|FRANCIS,TRUE,FALSE,FALSE,FALSE
FORREST NAISSELINE OMAYRA,MEUN NAISSELINE OMAYRA,Omayra NAISSELINE née FORREST,"NAISSELINE Omayra, Meun",Province des Iles,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles - 04 - NATION AUTOCHTONE,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.16931419457735242,NAISSELINE,OMAYRA,2019,Omayra NAISSELINE née FORREST,Province des Iles,5,2019_Province des Iles_05,Dynamique autochtone,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,1,1,NAISSELINE|FORREST,OMAYRA,2026,"NAISSELINE Omayra, Meun",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,1,NAISSELINE,OMAYRA|MEUN,TRUE,FALSE,TRUE,TRUE
GAMBEY HENRIETTE SIMEBUET,GAMBEY HARIATRE HENRIETTE,Henriette GAMBEY née SIMEBUET,"GAMBEY Henriette, Hariatre",Province des Iles,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles - 04 - NATION AUTOCHTONE,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.14,GAMBEY,HENRIETTE,2019,Henriette GAMBEY née SIMEBUET,Province des Iles,5,2019_Province des Iles_05,Dynamique autochtone,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,1,21,GAMBEY|SIMEBUET,HENRIETTE,2026,"GAMBEY Henriette, Hariatre",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,19,GAMBEY,HENRIETTE|HARIATRE,TRUE,FALSE,TRUE,TRUE
JEWEINE KUGOGNE LAURA,JEWINE KUGOGNE LAURA YABUNE,Laura KUGOGNE ép. JEWEINE,KUGOGNE EPOUSE JEWINE LAURA YABUNE,Province des Iles,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,tokens_nom_famille_prenom,haute,2,0.5714285714285714,0.15185185185185196,KUGOGNE,LAURA,2019,Laura KUGOGNE ép. JEWEINE,Province des Iles,6,2019_Province des Iles_06,Nouvelle vision des Iles,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,2,KUGOGNE|JEWEINE,LAURA,2026,KUGOGNE EPOUSE JEWINE LAURA YABUNE,Province des Iles,7,2026_Province des Iles_07,Union pour construire dans le consensus,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,16,KUGOGNE,JEWINE|LAURA|YABUNE,TRUE,FALSE,FALSE,FALSE
WADEWI WASHETINE,JEAN MICHEL WADEWI WASHETINE,Wadewi WASHETINE,"WASHETINE Jean-Michel, Wadewi",Province des Iles,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles - 04 - NATION AUTOCHTONE,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.27827380952380965,WASHETINE,WADEWI,2019,Wadewi WASHETINE,Province des Iles,7,2019_Province des Iles_07,MNIS Iles,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,8,WASHETINE,WADEWI,2026,"WASHETINE Jean-Michel, Wadewi",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,14,WASHETINE,JEAN|MICHEL|WADEWI,TRUE,FALSE,FALSE,FALSE
CAIHE ELIANE SENE WAITRONYIE,CAIHE ELIANE,Eliane Senë WAITRONYIE ep CAIHE,CAIHE Eliane,Province des Iles,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles - 01 - PALIKA ÎLES,tokens_nom_famille_prenom,haute,2,0.6666666666666666,0.11428571428571428,CAIHE,ELIANE,2019,Eliane Senë WAITRONYIE ep CAIHE,Province des Iles,8,2019_Province des Iles_08,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,6,WAITRONYIE|CAIHE,ELIANE|SENE,2026,CAIHE Eliane,Province des Iles,1,2026_Province des Iles_01,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,17,CAIHE,ELIANE,TRUE,TRUE,TRUE,TRUE
CHRISTOPHE CREUGNET JEAN,CHALIOT CHRISTOPHE JEAN,"Jean, Christophe CREUGNET",CHALIOT Jean Christophe,Province Nord,Province Sud,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),"Province Sud - 05 - UNE PROVINCE POUR TOUS, UN PAYS SOLIDAIRE UN AVENIR",validation_manuelle,validee_manuelle,2,0.6666666666666666,0.2357487922705314,,JEAN|CHRISTOPHE,2019,"Jean, Christophe CREUGNET",Province Nord,1,2019_Province Nord_01,UNI,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,7,CREUGNET,JEAN|CHRISTOPHE,2026,CHALIOT Jean Christophe,Province Sud,5,2026_Province Sud_05,Une Province pour tous,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,5,36,CHALIOT,JEAN|CHRISTOPHE,FALSE,FALSE,FALSE,FALSE
BIROT JEAN MARC,ACHIMOIN JEAN MARC,Jean-Marc BIROT,ACHIMOIN Jean-Marc,Province Nord,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord - 04 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.31666666666666665,,JEAN|MARC,2019,Jean-Marc BIROT,Province Nord,2,2019_Province Nord_02,Agissons pour le Nord,Non-independantiste / loyaliste,Agissons / loyaliste,Agissons / loyaliste,Loyaliste droite,6,19,BIROT,JEAN|MARC,2026,ACHIMOIN Jean-Marc,Province Nord,4,2026_Province Nord_04,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,3,23,ACHIMOIN,JEAN|MARC,TRUE,FALSE,FALSE,FALSE
BERNARD JOSUE NENOU PWATAHO,NENOU PWATAHO RAYMOND,"Josué, Bernard NENOU-PWATAHO",NENOU-PWATAHO Raymond,Province Nord,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.41446208112874783,NENOU|PWATAHO,,2019,"Josué, Bernard NENOU-PWATAHO",Province Nord,3,2019_Province Nord_03,Caledoniens Ensemble Nord,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,5,5,NENOU|PWATAHO,JOSUE|BERNARD,2026,NENOU-PWATAHO Raymond,Province Nord,1,2026_Province Nord_01,Agissons ensemble pour le Nord,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,6,18,NENOU|PWATAHO,RAYMOND,TRUE,FALSE,FALSE,FALSE
ANNE LAURE OBRY,ANNE GERMAINE LAURE NICOLI SIMONE,Anne Laure OBRY,NICOLI Anne-Laure Simone Germaine,Province Nord,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,validation_manuelle,validee_manuelle,2,0.5,0.2094172494172494,,ANNE|LAURE,2019,Anne Laure OBRY,Province Nord,3,2019_Province Nord_03,Caledoniens Ensemble Nord,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,5,12,OBRY,ANNE|LAURE,2026,NICOLI Anne-Laure Simone Germaine,Province Nord,1,2026_Province Nord_01,Agissons ensemble pour le Nord,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,6,15,NICOLI,ANNE|LAURE|SIMONE|GERMAINE,TRUE,FALSE,FALSE,FALSE
HENRICK JEAN POUAOUANDE TABOUAI YVES,BAUDRY JEAN YVES,"Jean-Yves,Henrick,Tabouai POUAOUANDE",BAUDRY Jean-Yves,Province Nord,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord - 01 - AGISSONS ENSEMBLE POUR LE NORD,validation_manuelle,validee_manuelle,2,0.5,0.4490740740740742,,JEAN|YVES,2019,"Jean-Yves,Henrick,Tabouai POUAOUANDE",Province Nord,4,2019_Province Nord_04,Parti travailliste,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,15,POUAOUANDE,JEAN|YVES|HENRICK|TABOUAI,2026,BAUDRY Jean-Yves,Province Nord,1,2026_Province Nord_01,Agissons ensemble pour le Nord,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,6,26,BAUDRY,JEAN|YVES,TRUE,FALSE,FALSE,FALSE
JEAN MARC PEAROU,JEAN MARC ROBERT,Jean-Marc PEAROU,ROBERT Jean-Marc,Province Nord,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord - 04 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.09807692307692312,,JEAN|MARC,2019,Jean-Marc PEAROU,Province Nord,4,2019_Province Nord_04,Parti travailliste,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,27,PEAROU,JEAN|MARC,2026,ROBERT Jean-Marc,Province Nord,4,2026_Province Nord_04,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,3,13,ROBERT,JEAN|MARC,TRUE,FALSE,FALSE,FALSE
FRANCE MANDAOUE MARIE,FRANCE MARIE MATSUDA,Marie-France MANDAOUE,MATSUDA Marie-France,Province Nord,Province Sud,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),"Province Sud - 03 - FRANCE CALEDONIE, UNE PATRIE",validation_manuelle,validee_manuelle,2,0.6666666666666666,0.09857142857142862,,MARIE|FRANCE,2019,Marie-France MANDAOUE,Province Nord,5,2019_Province Nord_05,MNIS Nord,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,7,MANDAOUE,MARIE|FRANCE,2026,MATSUDA Marie-France,Province Sud,3,2026_Province Sud_03,"France Caledonie, une patrie",Non-independantiste / droite nationale,France-Caledonie / Rassemblement national,France-Caledonie / Rassemblement national,Droite nationale anti-independantiste,7,45,MATSUDA,MARIE|FRANCE,FALSE,FALSE,FALSE,FALSE
BRUMOERE JEAN PIERRE,JEAN PIERRE SELEFEN,Jean-Pierre BRUMOERE,SELEFEN Jean-Pierre,Province Nord,Province Sud,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Sud - 06 - SOUVERAINETE KANAKY NOUVELLE-CALEDONIE,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.30676691729323324,,JEAN|PIERRE,2019,Jean-Pierre BRUMOERE,Province Nord,5,2019_Province Nord_05,MNIS Nord,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,12,BRUMOERE,JEAN|PIERRE,2026,SELEFEN Jean-Pierre,Province Sud,6,2026_Province Sud_06,Souverainete Kanaky NC,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,1,5,SELEFEN,JEAN|PIERRE,FALSE,FALSE,FALSE,FALSE
FERE JEAN PIERRE,FARINO JEAN PIERRE,Jean Pierre FERE,FARINO Jean-Pierre,Province Sud,Province Nord,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Nord - 04 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.2005952380952381,,JEAN|PIERRE,2019,Jean Pierre FERE,Province Sud,1,2019_Province Sud_01,MNIS Sud,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,3,FERE,JEAN|PIERRE,2026,FARINO Jean-Pierre,Province Nord,4,2026_Province Nord_04,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,3,21,FARINO,JEAN|PIERRE,FALSE,FALSE,TRUE,TRUE
