nom_cle_comparaison,nom_affiche_2019,nom_normalise_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,camps_2019,familles_politiques_2019,composantes_politiques_2019,axes_politiques_2019,qualification_a_verifier_2019,mandat_2019_2019,groupe_congres_2019_initial_2019,groupe_assemblee_province_2019_2019,groupe_congres_2026_actuel_2019,groupe_assemblee_province_2026_actuel_2019,nom_affiche_2026,nom_normalise_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,camps_2026,familles_politiques_2026,composantes_politiques_2026,axes_politiques_2026,qualification_a_verifier_2026,mandat_2019_2026,groupe_congres_2019_initial_2026,groupe_assemblee_province_2019_2026,groupe_congres_2026_actuel_2026,groupe_assemblee_province_2026_actuel_2026,statut_exact
JESSICA YEKAWENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEKAWENE Jessica,YEKAWENE JESSICA,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:48,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JEWINE KUGOGNE LAURA YABUNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KUGOGNE EPOUSE JEWINE LAURA YABUNE,KUGOGNE JEWINE LAURA YABUNE,Province des Iles,Province des Iles - 07 - Union pour construire dans le consensus,Province des Iles:16,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JIMMY VEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VEA Jimmy,VEA JIMMY,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:19,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JINAKOA ROSELYNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JINAKOA Roselyne,JINAKOA ROSELYNE,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:48,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOANN PIDRA XENIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,. PIDRA Joann Xenie,PIDRA JOANN XENIE,Province des Iles,Province des Iles - 06 - S'engager et oeuvrer,Province des Iles:01,1,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOCELYNE NECHERO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NECHERO Jocelyne,NECHERO JOCELYNE,Province Nord,Province Nord - 03 - UC-FLNKS,Province Nord:24,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOHANITO WAMYTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAMYTAN Johanito,WAMYTAN JOHANITO,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:01,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOHN ROCK TINDAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TINDAO John Rock,TINDAO JOHN ROCK,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:19,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOHN RUCKEBUSCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RUCKEBUSCH John,RUCKEBUSCH JOHN,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:24,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOMESSY PATRICK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOMESSY Patrick,JOMESSY PATRICK,Province des Iles,Province des Iles - 01 - Palika Iles,Province des Iles:18,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOSE WENDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WENDT José,WENDT JOSE,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:47,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOSEE KONDOLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KONDOLO Josée,KONDOLO JOSEE,Province Nord,Province Nord - 03 - UC-FLNKS,Province Nord:08,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOSEPH LEON PEYRONNET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEYRONNET Léon-Joseph,PEYRONNET LEON JOSEPH,Province Sud,Province Sud - 10 - Les Loyalistes et Le Rassemblement,Province Sud:50,1,Non-independantiste / loyaliste,Les Loyalistes + Rassemblement-LR,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOSEPH TAOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOM Joseph,TAOM JOSEPH,Province des Iles,Province des Iles - 06 - S'engager et oeuvrer,Province des Iles:19,1,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JOSHUA TAOFIFENUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOFIFENUA JOSHUA,TAOFIFENUA JOSHUA,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:13,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JUANITA TINDAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TINDAO Juanita,TINDAO JUANITA,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:17,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
JULIA KATHY SCIENDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,". SCIENDI Kathy, Julia",SCIENDI KATHY JULIA,Province des Iles,Province des Iles - 04 - Nation autochtone,Province des Iles:15,1,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JULIEN KAOUMA MALAWIE MARIE MINDIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAOUMA EPOUSE MINDIA MALAWIE MARIE-JULIEN,KAOUMA MINDIA MALAWIE MARIE JULIEN,Province des Iles,Province des Iles - 07 - Union pour construire dans le consensus,Province des Iles:12,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
JUNIQATRENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNIQATRENÉ,JUNIQATRENE,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:06,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAATEU MAURICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,. KAATEU Maurice,KAATEU MAURICE,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:07,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAGY SAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAGY Sam,KAGY SAM,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:12,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAIKILEKOFE MELEKIATE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAIKILEKOFE Melekiate,KAIKILEKOFE MELEKIATE,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:42,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAINDA MARIE ROSINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAINDA Marie-Rosine,KAINDA MARIE ROSINE,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:42,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAKUE ROBERT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAKUE ROBERT,KAKUE ROBERT,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:01,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KALISITO MUSUMUSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MUSUMUSU Kalisito,MUSUMUSU KALISITO,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:46,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAOUA PHILIPPE WEDOI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEDOI Philippe Kaoua,WEDOI PHILIPPE KAOUA,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:31,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAPISSIRI MILCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAPISSIRI Milca,KAPISSIRI MILCA,Province Sud,Province Sud - 11 - Unis pour le Pays,Province Sud:22,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREEN MEBOEDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEBOEDE Kareen,MEBOEDE KAREEN,Province Nord,Province Nord - 01 - Agissons ensemble pour le Nord,Province Nord:17,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREEN RENAUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RENAUD Kareen,RENAUD KAREEN,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:38,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREEN UJICAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UJICAS Kareen,UJICAS KAREEN,Province des Iles,Province des Iles - 06 - S'engager et oeuvrer,Province des Iles:16,1,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREMBEU MARIE OLANDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAREMBEU Marie-Y olande,KAREMBEU MARIE Y OLANDE,Province Nord,Province Nord - 04 - Faire Pays,Province Nord:14,1,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREMBEU NINIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAREMBEU Ninie,KAREMBEU NINIE,Province Nord,Province Nord - 04 - Faire Pays,Province Nord:24,1,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAREN NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NG Karen,NG KAREN,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:14,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KARINE LAIGLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAIGLE Karine,LAIGLE KARINE,Province Nord,Province Nord - 05 - UNI,Province Nord:12,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KARL LAIGLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAIGLE Karl,LAIGLE KARL,Province Sud,Province Sud - 08 - Pour une Caledonie francaise,Province Sud:09,1,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KARLENN TERIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERIA Karlenn,TERIA KARLENN,Province Sud,Province Sud - 10 - Les Loyalistes et Le Rassemblement,Province Sud:47,1,Non-independantiste / loyaliste,Les Loyalistes + Rassemblement-LR,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KARYL TRENYIWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRENYIWA Karyl,TRENYIWA KARYL,Province des Iles,Province des Iles - 02 - Un nouveau souffle,Province des Iles:01,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KATE KATE LUCIEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KATE Lucien, Katé",KATE LUCIEN KATE,Province des Iles,Province des Iles - 03 - Baselaia,Province des Iles:19,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KATEII MIREILLE VLASSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KATEÏI Vlassa Mireille,KATEII VLASSA MIREILLE,Province des Iles,Province des Iles - 05 - UC-FLNKS Iles,Province des Iles:10,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAUDRE RENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAUDRE RENE,KAUDRE RENE,Province des Iles,Province des Iles - 07 - Union pour construire dans le consensus,Province des Iles:03,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAWA LEYLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAWA LEYLA,KAWA LEYLA,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:36,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAWO NAPORAPOE NIONE PADOME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PADOME ép.NAPORAPOE Kawo, Nione",PADOME NAPORAPOE KAWO NIONE,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:48,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KAZONE PAUL PHILIPPE PUIONO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAZÔNE Paul, Philippe, Puiono",KAZONE PAUL PHILIPPE PUIONO,Province des Iles,Province des Iles - 04 - Nation autochtone,Province des Iles:12,1,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KELETAONA MARIA VIOLAINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KELETAONA Maria-Violaine,KELETAONA MARIA VIOLAINE,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:15,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
KEMEDJIE NICOLAS SELEFEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SELEFEN Nicolas Kemedjie,SELEFEN NICOLAS KEMEDJIE,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:47,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KENZA POIWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POIWI Kenza,POIWI KENZA,Province Sud,Province Sud - 11 - Unis pour le Pays,Province Sud:38,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KEVIN LANDRY UTCHAOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTCHAOU Kévin Landry,UTCHAOU KEVIN LANDRY,Province des Iles,Province des Iles - 05 - UC-FLNKS Iles,Province des Iles:19,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KITCHINE OUABINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OUABINE Kitchine,OUABINE KITCHINE,Province des Iles,Province des Iles - 01 - Palika Iles,Province des Iles:12,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KOINDREDI MYRIAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOINDREDI Myriam,KOINDREDI MYRIAM,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:30,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KOTEUREU YOLENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOTEUREU Yolène,KOTEUREU YOLENE,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:16,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KOTRA LUCIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOTRA Lucia,KOTRA LUCIA,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:10,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KOTRA WALLES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOTRA Walles,KOTRA WALLES,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:01,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
KOUREVI LOUISE MARIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOUREVI Marie, Louise",KOUREVI MARIE LOUISE,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:37,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAENE MARIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAENE Marivé,LAENE MARIVE,Province des Iles,Province des Iles - 05 - UC-FLNKS Iles,Province des Iles:14,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAFLEUR PASCAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFLEUR Pascal,LAFLEUR PASCAL,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:01,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAIGLE LAUNAY NATHALIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAUNAY ep LAIGLE Nathalie,LAUNAY LAIGLE NATHALIE,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:46,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAIGLE MARYLISE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAIGLE Marylise,LAIGLE MARYLISE,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:43,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAIGLE MIGUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAIGLE Miguel,LAIGLE MIGUEL,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:43,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAKALAKA MAEVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAKALAKA Maéva,LAKALAKA MAEVA,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:30,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAKINA LUFINO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAKINA Lufino,LAKINA LUFINO,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:18,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAMI SELE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAMI Sélé,LAMI SELE,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:34,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LARA LYDIA WATEOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WATEOU Lydia Lara,WATEOU LYDIA LARA,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:16,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
LAUALIKI VINCENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAUALIKI VINCENT,LAUALIKI VINCENT,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:35,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
