nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
GODOT PATRICK,PATRICK TARA,Patrick GODOT,Province Sud,Rassemblement national,47,TARA Patrick,Province Sud,Kanaky pour tous,17,GODOT PATRICK PATRICK GODOT,PATRICK TARA TARA PATRICK,GODOT|PATRICK,PATRICK|TARA,PATRICK,1,1,2,2,0.5,20,0.7407407407407407,TRUE,PATRICK,TRUE
CITRE EDOUARD,EDOUARD TAIN,Edouard CITRE,Province des Iles,Avec nous,3,TAIN Edouard,Province des Iles,S'engager et oeuvrer,15,CITRE EDOUARD EDOUARD CITRE,EDOUARD TAIN TAIN EDOUARD,CITRE|EDOUARD,EDOUARD|TAIN,EDOUARD,1,1,2,2,0.5,20,0.7407407407407407,TRUE,EDOUARD,TRUE
KAIKILEKOFE NICOLA TAUTU,KAIKILEKOFE MELEKIATE,Nicola KAIKILEKOFE née TAUTU,Province Sud,L'Eveil oceanien,14,KAIKILEKOFE Melekiate,Province Sud,Un autre monde est possible,42,KAIKILEKOFE NICOLA TAUTU NICOLA KAIKILEKOFE NEE TAUTU,KAIKILEKOFE MELEKIATE KAIKILEKOFE MELEKIATE,KAIKILEKOFE|NICOLA|TAUTU,KAIKILEKOFE|MELEKIATE,KAIKILEKOFE,1,1,3,2,0.4,22,0.41509433962264153,TRUE,KAIKILEKOFE,TRUE
CHERIKA MARIE ROLLAND,MARTINO ROLLAND,Rolland-Marie CHERIKA,Province Sud,Parti travailliste et forces progressistes,31,ROLLAND Martino,Province Sud,"France Caledonie, une patrie",34,CHERIKA MARIE ROLLAND ROLLAND MARIE CHERIKA,MARTINO ROLLAND ROLLAND MARTINO,CHERIKA|MARIE|ROLLAND,MARTINO|ROLLAND,ROLLAND,1,1,3,2,0.4,20,0.46511627906976744,TRUE,ROLLAND,TRUE
HANOU SAIHULIWA TALOIE,SAIHULIWA YAELLE,Taloié SAIHULIWA épouse HANOU,Province Sud,Parti travailliste et forces progressistes,50,SAIHULIWA YAËLLE,Province Sud,Faire Pays,14,HANOU SAIHULIWA TALOIE TALOIE SAIHULIWA EPOUSE HANOU,SAIHULIWA YAELLE SAIHULIWA YAELLE,HANOU|SAIHULIWA|TALOIE,SAIHULIWA|YAELLE,SAIHULIWA,1,1,3,2,0.4,26,0.5,TRUE,SAIHULIWA,TRUE
KELETAONA MAREVA,KELETAONA MARIA VIOLAINE,Mareva KELETAONA,Province Sud,Alliance citoyenne pour la transition,39,KELETAONA Maria-Violaine,Province Sud,Alliance Pacifik enracinee,15,KELETAONA MAREVA MAREVA KELETAONA,KELETAONA MARIA VIOLAINE KELETAONA MARIA VIOLAINE,KELETAONA|MAREVA,KELETAONA|MARIA|VIOLAINE,KELETAONA,1,1,2,3,0.4,25,0.5102040816326531,TRUE,KELETAONA,TRUE
GILLES REMOND,ERYN GILLES MARIE,Gilles REMOND,Province Sud,Construire autrement,5,"ERYN Gilles, J.Marie",Province Sud,Pour une Caledonie francaise,49,GILLES REMOND GILLES REMOND,ERYN GILLES MARIE ERYN GILLES J MARIE,GILLES|REMOND,ERYN|GILLES|MARIE,GILLES,1,1,2,3,0.4,19,0.5135135135135135,TRUE,GILLES,TRUE
KELETAONA MAREVA,BARBOU KELETAONA LUTE,Mareva KELETAONA,Province Sud,Alliance citoyenne pour la transition,39,BARBOU née KELETAONA Lute,Province Sud,Les Loyalistes et Le Rassemblement,29,KELETAONA MAREVA MAREVA KELETAONA,BARBOU KELETAONA LUTE BARBOU NEE KELETAONA LUTE,KELETAONA|MAREVA,BARBOU|KELETAONA|LUTE,KELETAONA,1,1,2,3,0.4,25,0.5319148936170213,TRUE,KELETAONA,TRUE
IGNACE WANGANE,IGNACE MONAWA OSCAR,Ignace WANGANE,Province Sud,Construire autrement,33,"MONAWA Ignace, Oscar",Province Sud,Unis pour le Pays,23,IGNACE WANGANE IGNACE WANGANE,IGNACE MONAWA OSCAR MONAWA IGNACE OSCAR,IGNACE|WANGANE,IGNACE|MONAWA|OSCAR,IGNACE,1,1,2,3,0.4,21,0.5384615384615384,TRUE,IGNACE,TRUE
JULES MENREMPON,EUGENE MENREMPON TANAICHE,Jules MENREMPON,Province Nord,MNIS Nord,4,MENREMPON Eugene Tanaiche,Province Nord,Alternative Nord pour un pays souverain,1,JULES MENREMPON JULES MENREMPON,EUGENE MENREMPON TANAICHE MENREMPON EUGENE TANAICHE,JULES|MENREMPON,EUGENE|MENREMPON|TANAICHE,MENREMPON,1,1,2,3,0.4,28,0.5490196078431373,TRUE,MENREMPON,TRUE
PATITA SOANE VAOHEILALA,PELENATO VAOHEILALA,Soane-Patita VAOHEILALA,Province Sud,Rassemblement national,37,VAOHEILALA Pelenato,Province Sud,Unis pour le Pays,19,PATITA SOANE VAOHEILALA SOANE PATITA VAOHEILALA,PELENATO VAOHEILALA VAOHEILALA PELENATO,PATITA|SOANE|VAOHEILALA,PELENATO|VAOHEILALA,VAOHEILALA,1,1,3,2,0.4,26,0.5531914893617021,TRUE,VAOHEILALA,TRUE
BROSSARD HNAJA YVANA,BROSSARD HUGUES,Yvana BROSSARD née HNAJA,Province Sud,Caledonie nouvelle et reunie,44,BROSSARD Hugues,Province Sud,Pour une Caledonie francaise,21,BROSSARD HNAJA YVANA YVANA BROSSARD NEE HNAJA,BROSSARD HUGUES BROSSARD HUGUES,BROSSARD|HNAJA|YVANA,BROSSARD|HUGUES,BROSSARD,1,1,3,2,0.4,25,0.5555555555555556,TRUE,BROSSARD,TRUE
ALAIN PIDJOT,ALLARD NADINE PIDJOT,Alain PIDJOT,Province Sud,FLNKS,25,PIDJOT-ALLARD Nadine,Province Sud,"Nous, reunis",2,ALAIN PIDJOT ALAIN PIDJOT,ALLARD NADINE PIDJOT PIDJOT ALLARD NADINE,ALAIN|PIDJOT,ALLARD|NADINE|PIDJOT,PIDJOT,1,1,2,3,0.4,23,0.5609756097560976,TRUE,PIDJOT,TRUE
CEDRIC TAUGAMOA YANN,CEDRIC MEDIARA,Yann Cedric TAUGAMOA,Province Sud,L'Eveil oceanien,35,MEDIARA Cédric,Province Sud,Unis pour le Pays,37,CEDRIC TAUGAMOA YANN YANN CEDRIC TAUGAMOA,CEDRIC MEDIARA MEDIARA CEDRIC,CEDRIC|TAUGAMOA|YANN,CEDRIC|MEDIARA,CEDRIC,1,1,3,2,0.4,23,0.5609756097560976,TRUE,CEDRIC,TRUE
KARINE PIG POININE,KARINE LAIGLE,"Karine, Pig POININE",Province Nord,UNI,30,LAIGLE Karine,Province Nord,UNI,12,KARINE PIG POININE KARINE PIG POININE,KARINE LAIGLE LAIGLE KARINE,KARINE|PIG|POININE,KARINE|LAIGLE,KARINE,1,1,3,2,0.4,21,0.5675675675675675,TRUE,KARINE,TRUE
EUGENE UKEIWE,LAURE MARIE UKEIWE,Eugène UKEIWE,Province Sud,Caledoniens Ensemble,19,UKEIWE Marie-Laure,Province Sud,Les Loyalistes et Le Rassemblement,5,EUGENE UKEIWE EUGENE UKEIWE,LAURE MARIE UKEIWE UKEIWE MARIE LAURE,EUGENE|UKEIWE,LAURE|MARIE|UKEIWE,UKEIWE,1,1,2,3,0.4,21,0.5675675675675675,TRUE,UKEIWE,TRUE
ANDREA NICOLE SONG,MOREAU NICOLE,Nicole ANDREA-SONG,Province Sud,L'Avenir en confiance,31,MOREAU Nicole,Province Sud,"Nous, reunis",28,ANDREA NICOLE SONG NICOLE ANDREA SONG,MOREAU NICOLE MOREAU NICOLE,ANDREA|NICOLE|SONG,MOREAU|NICOLE,NICOLE,1,1,3,2,0.4,21,0.5675675675675675,TRUE,NICOLE,TRUE
ELISABETH SORGE VUDINH,ELISABETH PAHOA,Elisabeth VUDINH née SORGE,Province Sud,Caledonie nouvelle et reunie,42,PAHOA Elisabeth,Province Sud,"France Caledonie, une patrie",4,ELISABETH SORGE VUDINH ELISABETH VUDINH NEE SORGE,ELISABETH PAHOA PAHOA ELISABETH,ELISABETH|SORGE|VUDINH,ELISABETH|PAHOA,ELISABETH,1,1,3,2,0.4,28,0.5714285714285714,TRUE,ELISABETH,TRUE
ANSELME WEA,GEISER HELENE WEA,Anselme WEA,Province des Iles,Parti travailliste,3,"WEA Hélène, Geiser",Province des Iles,Baselaia,16,ANSELME WEA ANSELME WEA,GEISER HELENE WEA WEA HELENE GEISER,ANSELME|WEA,GEISER|HELENE|WEA,WEA,1,1,2,3,0.4,20,0.5714285714285714,TRUE,WEA,TRUE
FRIDA TINDAO,JOHN ROCK TINDAO,Frida TINDAO,Province Sud,Parti travailliste et forces progressistes,30,TINDAO John Rock,Province Sud,Une Province pour tous,19,FRIDA TINDAO FRIDA TINDAO,JOHN ROCK TINDAO TINDAO JOHN ROCK,FRIDA|TINDAO,JOHN|ROCK|TINDAO,TINDAO,1,1,2,3,0.4,19,0.5757575757575758,TRUE,TINDAO,TRUE
KAWAI NEKIRIAI,AMOURA ANNICK NEKIRIAI,Kawaï NEKIRIAÏ,Province Nord,MNIS Nord,32,NEKIRIAI Annick Amoura,Province Nord,Alternative Nord pour un pays souverain,30,KAWAI NEKIRIAI KAWAI NEKIRIAI,AMOURA ANNICK NEKIRIAI NEKIRIAI ANNICK AMOURA,KAWAI|NEKIRIAI,AMOURA|ANNICK|NEKIRIAI,NEKIRIAI,1,1,2,3,0.4,26,0.5777777777777777,TRUE,NEKIRIAI,TRUE
PRISCA TONE,PRISCA RAIZA TONHOUERI,Prisca TONE,Province Sud,L'Eveil oceanien,30,"TONHOUERI Prisca, Raiza",Province Sud,Unis pour le Pays,32,PRISCA TONE PRISCA TONE,PRISCA RAIZA TONHOUERI TONHOUERI PRISCA RAIZA,PRISCA|TONE,PRISCA|RAIZA|TONHOUERI,PRISCA,1,1,2,3,0.4,26,0.5777777777777777,TRUE,PRISCA,TRUE
JO PEYRONNET,JOSEPH LEON PEYRONNET,D'Jo PEYRONNET,Province Sud,Caledoniens Ensemble,23,PEYRONNET Léon-Joseph,Province Sud,Les Loyalistes et Le Rassemblement,50,JO PEYRONNET D JO PEYRONNET,JOSEPH LEON PEYRONNET PEYRONNET LEON JOSEPH,JO|PEYRONNET,JOSEPH|LEON|PEYRONNET,PEYRONNET,1,1,2,3,0.4,25,0.5813953488372093,TRUE,PEYRONNET,TRUE
FRANCOIS GUAENERE,CENI GUAENERE JACQUES,François GUAENERE,Province des Iles,Dynamique autochtone,14,"GUAENERE Jacques, Ceni",Province des Iles,Nation autochtone,16,FRANCOIS GUAENERE FRANCOIS GUAENERE,CENI GUAENERE JACQUES GUAENERE JACQUES CENI,FRANCOIS|GUAENERE,CENI|GUAENERE|JACQUES,GUAENERE,1,1,2,3,0.4,25,0.5813953488372093,TRUE,GUAENERE,TRUE
BRIGITTE TCHAOUNYANE,BRIGITTE MOUNH POARAGNIMOU,Brigitte TCHAOUNYANE,Province Nord,MNIS Nord,29,POARAGNIMOU Brigitte Mounh,Province Nord,Alternative Nord pour un pays souverain,10,BRIGITTE TCHAOUNYANE BRIGITTE TCHAOUNYANE,BRIGITTE MOUNH POARAGNIMOU POARAGNIMOU BRIGITTE MOUNH,BRIGITTE|TCHAOUNYANE,BRIGITTE|MOUNH|POARAGNIMOU,BRIGITTE,1,1,2,3,0.4,31,0.5849056603773585,TRUE,BRIGITTE,TRUE
CEDRIC TAUGAMOA YANN,CEDRIC OBERTAN,Yann Cedric TAUGAMOA,Province Sud,L'Eveil oceanien,35,OBERTAN CEDRIC,Province Sud,Faire Pays,47,CEDRIC TAUGAMOA YANN YANN CEDRIC TAUGAMOA,CEDRIC OBERTAN OBERTAN CEDRIC,CEDRIC|TAUGAMOA|YANN,CEDRIC|OBERTAN,CEDRIC,1,1,3,2,0.4,24,0.5853658536585366,TRUE,CEDRIC,TRUE
AP JULIEN TRAN,ANNE TRAN,Julien TRAN AP,Province Sud,L'Avenir en confiance,24,TRAN Anne,Province Sud,Un autre monde est possible,14,AP JULIEN TRAN JULIEN TRAN AP,ANNE TRAN TRAN ANNE,AP|JULIEN|TRAN,ANNE|TRAN,TRAN,1,1,3,2,0.4,17,0.5862068965517241,TRUE,TRAN,TRUE
GODOT PATRICK,AIFA PATRICK PIERRE,Patrick GODOT,Province Sud,Rassemblement national,47,AÏFA Patrick Pierre,Province Sud,Souverainete Kanaky NC,23,GODOT PATRICK PATRICK GODOT,AIFA PATRICK PIERRE AIFA PATRICK PIERRE,GODOT|PATRICK,AIFA|PATRICK|PIERRE,PATRICK,1,1,2,3,0.4,23,0.5897435897435898,TRUE,PATRICK,TRUE
CHRISTINE KAPISIRI MILCA,KAPISSIRI MILCA,"Milca, Christine KAPISIRI",Province Sud,FLNKS,46,KAPISSIRI Milca,Province Sud,Unis pour le Pays,22,CHRISTINE KAPISIRI MILCA MILCA CHRISTINE KAPISIRI,KAPISSIRI MILCA KAPISSIRI MILCA,CHRISTINE|KAPISIRI|MILCA,KAPISSIRI|MILCA,MILCA,1,1,3,2,0.4,29,0.5918367346938775,TRUE,MILCA,TRUE
MARC WAIA,BERNARD LALIE WAIA,Marc WAIA,Province des Iles,Dynamique autochtone,22,"LALIE Bernard, Waïa",Province des Iles,Baselaia,7,MARC WAIA MARC WAIA,BERNARD LALIE WAIA LALIE BERNARD WAIA,MARC|WAIA,BERNARD|LALIE|WAIA,WAIA,1,1,2,3,0.4,22,0.5945945945945946,TRUE,WAIA,TRUE
AURELIE LOMBARDO,AURELIE JEANNE POUKIOU,Aurélie LOMBARDO,Province Sud,MNIS Sud,6,"POUKIOU Aurélie, Jeanne r",Province Sud,Kanaky pour tous,44,AURELIE LOMBARDO AURELIE LOMBARDO,AURELIE JEANNE POUKIOU POUKIOU AURELIE JEANNE R,AURELIE|LOMBARDO,AURELIE|JEANNE|POUKIOU,AURELIE,1,1,2,3,0.4,28,0.5957446808510638,TRUE,AURELIE,TRUE
DANIELLE PREBIN,DANIELLE GUAENERE JULIA,Danielle PREBIN,Province Sud,Parti travailliste et forces progressistes,28,GUAENERE Julia Danielle,Province Sud,Unis pour le Pays,8,DANIELLE PREBIN DANIELLE PREBIN,DANIELLE GUAENERE JULIA GUAENERE JULIA DANIELLE,DANIELLE|PREBIN,DANIELLE|GUAENERE|JULIA,DANIELLE,1,1,2,3,0.4,28,0.5957446808510638,TRUE,DANIELLE,TRUE
CERVERA CORNAILLE MARTINE,BOUTEILLER MARTINE,Martine CORNAILLE née CERVERA,Province Sud,Alliance citoyenne pour la transition,1,BOUTEILLER Martine,Province Sud,"Nous, reunis",10,CERVERA CORNAILLE MARTINE MARTINE CORNAILLE NEE CERVERA,BOUTEILLER MARTINE BOUTEILLER MARTINE,CERVERA|CORNAILLE|MARTINE,BOUTEILLER|MARTINE,MARTINE,1,1,3,2,0.4,33,0.6,TRUE,MARTINE,TRUE
HELLOA JACQUELINE WAHEO,NELSON WAHEO,Jacqueline WAHEO ép HELLOA,Province des Iles,Parti travailliste,6,WAHEO Nelson,Province des Iles,UC-FLNKS Iles,13,HELLOA JACQUELINE WAHEO JACQUELINE WAHEO EP HELLOA,NELSON WAHEO WAHEO NELSON,HELLOA|JACQUELINE|WAHEO,NELSON|WAHEO,WAHEO,1,1,3,2,0.4,30,0.6,TRUE,WAHEO,TRUE
EDOUARD WAHMEREUNGO,EDOUARD TAVOUVAS YOAN,Edouard WAHMEREUNGO,Province Sud,Parti travailliste et forces progressistes,7,"TAVOUVAS Yoan, Edouard",Province Sud,"Nous, reunis",27,EDOUARD WAHMEREUNGO EDOUARD WAHMEREUNGO,EDOUARD TAVOUVAS YOAN TAVOUVAS YOAN EDOUARD,EDOUARD|WAHMEREUNGO,EDOUARD|TAVOUVAS|YOAN,EDOUARD,1,1,2,3,0.4,26,0.6046511627906976,TRUE,EDOUARD,TRUE
PAOURO SANDRA SUZANNE,GUYETTE SUZANNE,"Sandra, Suzanne PAOURO",Province Sud,FLNKS,24,GUYETTE Suzanne,Province Sud,Un autre monde est possible,18,PAOURO SANDRA SUZANNE SANDRA SUZANNE PAOURO,GUYETTE SUZANNE GUYETTE SUZANNE,PAOURO|SANDRA|SUZANNE,GUYETTE|SUZANNE,SUZANNE,1,1,3,2,0.4,26,0.6046511627906976,TRUE,SUZANNE,TRUE
KOUATHE YOAN,EDOUARD TAVOUVAS YOAN,Yoan KOUATHE,Province Sud,MNIS Sud,25,"TAVOUVAS Yoan, Edouard",Province Sud,"Nous, reunis",27,KOUATHE YOAN YOAN KOUATHE,EDOUARD TAVOUVAS YOAN TAVOUVAS YOAN EDOUARD,KOUATHE|YOAN,EDOUARD|TAVOUVAS|YOAN,YOAN,1,1,2,3,0.4,26,0.6046511627906976,TRUE,YOAN,TRUE
IHILY MAIMA ROSE,IHILY PIERRE,Rose Maïma IHILY,Province des Iles,Palika Iles,20,IHILY Pierre,Province des Iles,S'engager et oeuvrer,7,IHILY MAIMA ROSE ROSE MAIMA IHILY,IHILY PIERRE IHILY PIERRE,IHILY|MAIMA|ROSE,IHILY|PIERRE,IHILY,1,1,3,2,0.4,20,0.6060606060606061,TRUE,IHILY,TRUE
EUGENE PARAWI,EUGENE MENREMPON TANAICHE,Eugène PARAWI,Province Nord,Agissons pour le Nord,31,MENREMPON Eugene Tanaiche,Province Nord,Alternative Nord pour un pays souverain,1,EUGENE PARAWI EUGENE PARAWI,EUGENE MENREMPON TANAICHE MENREMPON EUGENE TANAICHE,EUGENE|PARAWI,EUGENE|MENREMPON|TANAICHE,EUGENE,1,1,2,3,0.4,31,0.6078431372549019,TRUE,EUGENE,TRUE
HONIE QENEGEI,HONIE ISABELLE SEIKO,Honie QENEGEI,Province des Iles,MNIS Iles,3,SEIKO ISABELLE HONIE,Province des Iles,Union pour construire dans le consensus,18,HONIE QENEGEI HONIE QENEGEI,HONIE ISABELLE SEIKO SEIKO ISABELLE HONIE,HONIE|QENEGEI,HONIE|ISABELLE|SEIKO,HONIE,1,1,2,3,0.4,25,0.6097560975609756,TRUE,HONIE,TRUE
ELISABETH SORGE VUDINH,BABIN ELISABETH,Elisabeth VUDINH née SORGE,Province Sud,Caledonie nouvelle et reunie,42,BABIN Elisabeth,Province Sud,Un espoir pour demain,44,ELISABETH SORGE VUDINH ELISABETH VUDINH NEE SORGE,BABIN ELISABETH BABIN ELISABETH,ELISABETH|SORGE|VUDINH,BABIN|ELISABETH,ELISABETH,1,1,3,2,0.4,30,0.6122448979591837,TRUE,ELISABETH,TRUE
MICHAEL UVEAKOVI,ALEXANDRE MICHAEL TAURAATUA,Michael UVEAKOVI,Province Sud,L'Eveil oceanien,47,TAURAATUA Michaël Alexandre,Province Sud,"Nous, reunis",37,MICHAEL UVEAKOVI MICHAEL UVEAKOVI,ALEXANDRE MICHAEL TAURAATUA TAURAATUA MICHAEL ALEXANDRE,MICHAEL|UVEAKOVI,ALEXANDRE|MICHAEL|TAURAATUA,MICHAEL,1,1,2,3,0.4,34,0.6181818181818182,TRUE,MICHAEL,TRUE
GAIA JAMES,GAIA JEAN ROCK,James GAIA,Province Sud,MNIS Sud,15,GAIA Jean-Rock,Province Sud,Unis pour le Pays,35,GAIA JAMES JAMES GAIA,GAIA JEAN ROCK GAIA JEAN ROCK,GAIA|JAMES,GAIA|JEAN|ROCK,GAIA,1,1,2,3,0.4,18,0.6206896551724138,TRUE,GAIA,TRUE
KAWAI NEKIRIAI,NEKIRIAI RENE WAGA,Kawaï NEKIRIAÏ,Province Nord,MNIS Nord,32,NEKIRIAI Rene Waga,Province Nord,Alternative Nord pour un pays souverain,31,KAWAI NEKIRIAI KAWAI NEKIRIAI,NEKIRIAI RENE WAGA NEKIRIAI RENE WAGA,KAWAI|NEKIRIAI,NEKIRIAI|RENE|WAGA,NEKIRIAI,1,1,2,3,0.4,23,0.6216216216216216,TRUE,NEKIRIAI,TRUE
ANDREA NICOLE SONG,HAEWENG NICOLE,Nicole ANDREA-SONG,Province Sud,L'Avenir en confiance,31,HAEWENG NICOLE,Province Sud,Faire Pays,20,ANDREA NICOLE SONG NICOLE ANDREA SONG,HAEWENG NICOLE HAEWENG NICOLE,ANDREA|NICOLE|SONG,HAEWENG|NICOLE,NICOLE,1,1,3,2,0.4,23,0.6216216216216216,TRUE,NICOLE,TRUE
ELISA HNACIPAN TIDJINE,SERGE TIDJINE,Elisa TIDJINE ép HNACIPAN,Province Nord,Parti travailliste,16,. TIDJINE Serge,Province Nord,Alternative Nord pour un pays souverain,3,ELISA HNACIPAN TIDJINE ELISA TIDJINE EP HNACIPAN,SERGE TIDJINE TIDJINE SERGE,ELISA|HNACIPAN|TIDJINE,SERGE|TIDJINE,TIDJINE,1,1,3,2,0.4,30,0.625,TRUE,TIDJINE,TRUE
ANGELE KOTEUREU MARIE,KOTEUREU YOLENE,Marie-Angèle KOTEUREU,Province Sud,Construire autrement,12,KOTEUREU Yolène,Province Sud,Une Province pour tous,16,ANGELE KOTEUREU MARIE MARIE ANGELE KOTEUREU,KOTEUREU YOLENE KOTEUREU YOLENE,ANGELE|KOTEUREU|MARIE,KOTEUREU|YOLENE,KOTEUREU,1,1,3,2,0.4,27,0.627906976744186,TRUE,KOTEUREU,TRUE
