page,commune_code,commune,numero_liste_municipale,liste_municipale,rang_municipal,civilite,nom_pdf,nom_cle_municipales,token_signature,nb_tokens,source_pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,2,Mme,KATE EP JEWINE Philomène Wakawa,KATE EP JEWINE PHILOMENE WAKAWA,EP|JEWINE|KATE|PHILOMENE|WAKAWA,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,3,M.,LAKOREDINE Emile Ciwi,LAKOREDINE EMILE CIWI,CIWI|EMILE|LAKOREDINE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,4,Mme,HNAU ÉP YEIWIE Rimel Ishingo,HNAU EP YEIWIE RIMEL ISHINGO,EP|HNAU|ISHINGO|RIMEL|YEIWIE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,5,M.,WHEJOINE Olivier,WHEJOINE OLIVIER,OLIVIER|WHEJOINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,6,Mme,HNAIA EP MALO Laurence Pana,HNAIA EP MALO LAURENCE PANA,EP|HNAIA|LAURENCE|MALO|PANA,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,7,M.,SONGE Simon Pierre,SONGE SIMON PIERRE,PIERRE|SIMON|SONGE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,8,Mme,PIME EP SALO Marie-Thérèse Aïna,PIME EP SALO MARIE THERESE AINA,AINA|EP|MARIE|PIME|SALO|THERESE,6,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,9,M.,YEIWIE David Simijane,YEIWIE DAVID SIMIJANE,DAVID|SIMIJANE|YEIWIE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,10,Mme,DIHACE EP WAAEL Rose Hnawhau,DIHACE EP WAAEL ROSE HNAWHAU,DIHACE|EP|HNAWHAU|ROSE|WAAEL,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,11,M.,WASHETINE Louis,WASHETINE LOUIS,LOUIS|WASHETINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,12,Mme,WAPAE ÉP WIAKO Rosette Jeanne,WAPAE EP WIAKO ROSETTE JEANNE,EP|JEANNE|ROSETTE|WAPAE|WIAKO,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,13,M.,WAIEMENE Steeve,WAIEMENE STEEVE,STEEVE|WAIEMENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,14,Mme,XEJE Albertine Apé,XEJE ALBERTINE APE,ALBERTINE|APE|XEJE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,15,M.,GUATHOTI Jacques Robert,GUATHOTI JACQUES ROBERT,GUATHOTI|JACQUES|ROBERT,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,16,Mme,LAKOREDINE Loïse,LAKOREDINE LOISE,LAKOREDINE|LOISE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,17,M.,RUEURU Goerges Elale,RUEURU GOERGES ELALE,ELALE|GOERGES|RUEURU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,18,Mme,DUHNARA Adèle,DUHNARA ADELE,ADELE|DUHNARA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,19,M.,ROINE Jean Wanujo,ROINE JEAN WANUJO,JEAN|ROINE|WANUJO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,20,Mme,WASHETINE EP BEARUNE Yvonne Laura,WASHETINE EP BEARUNE YVONNE LAURA,BEARUNE|EP|LAURA|WASHETINE|YVONNE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,21,M.,HAEWEGENE Stéphane Jerri Wacitririne,HAEWEGENE STEPHANE JERRI WACITRIRINE,HAEWEGENE|JERRI|STEPHANE|WACITRIRINE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,22,Mme,CAROINE Yolaine Holane,CAROINE YOLAINE HOLANE,CAROINE|HOLANE|YOLAINE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,23,M.,HNAIA Victor Cale,HNAIA VICTOR CALE,CALE|HNAIA|VICTOR,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,24,Mme,JEWINE Waila,JEWINE WAILA,JEWINE|WAILA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,25,M.,CAENA Georges Sipane,CAENA GEORGES SIPANE,CAENA|GEORGES|SIPANE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,26,Mme,HMAE Diane Hnawaweti,HMAE DIANE HNAWAWETI,DIANE|HMAE|HNAWAWETI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,27,M.,BEARUNE Claude Ketiwane,BEARUNE CLAUDE KETIWANE,BEARUNE|CLAUDE|KETIWANE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,28,Mme,BOULA EP ROINE Françoise Cimene,BOULA EP ROINE FRANCOISE CIMENE,BOULA|CIMENE|EP|FRANCOISE|ROINE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,29,M.,JEWINE Jean-Claude Gorene,JEWINE JEAN CLAUDE GORENE,CLAUDE|GORENE|JEAN|JEWINE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,30,Mme,WANESSE Serai Madeleine,WANESSE SERAI MADELEINE,MADELEINE|SERAI|WANESSE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
7,98815,Maré,2,UNION NATIONALE POUR L'INDEPENDANCE NENGONE,31,M.,WAETHEANE Armand Wadrengece,WAETHEANE ARMAND WADRENGECE,ARMAND|WADRENGECE|WAETHEANE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,1,M.,NGAIOHNI Pierre Ateroy,NGAIOHNI PIERRE ATEROY,ATEROY|NGAIOHNI|PIERRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,2,Mme,WATHA Gina,WATHA GINA,GINA|WATHA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,3,M.,HNAWEONGO Charles Sareate,HNAWEONGO CHARLES SAREATE,CHARLES|HNAWEONGO|SAREATE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,4,Mme,NGAIOHNI Cuna Gabrielle,NGAIOHNI CUNA GABRIELLE,CUNA|GABRIELLE|NGAIOHNI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,5,M.,GUYETTE Robert Thamine,GUYETTE ROBERT THAMINE,GUYETTE|ROBERT|THAMINE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,6,Mme,YONGOMENE Madeleine Hiekungo,YONGOMENE MADELEINE HIEKUNGO,HIEKUNGO|MADELEINE|YONGOMENE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,7,M.,BEARUNE Yves,BEARUNE YVES,BEARUNE|YVES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,8,Mme,NGAIOHNI Marguerite Geureawe,NGAIOHNI MARGUERITE GEUREAWE,GEUREAWE|MARGUERITE|NGAIOHNI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,9,M.,UEDRE Francky Hnaxenine,UEDRE FRANCKY HNAXENINE,FRANCKY|HNAXENINE|UEDRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,10,Mme,CIMUTRU Sophée Anne-Marie Cuna,CIMUTRU SOPHEE ANNE MARIE CUNA,ANNE|CIMUTRU|CUNA|MARIE|SOPHEE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,11,M.,YONGOMENE Pierre Welles,YONGOMENE PIERRE WELLES,PIERRE|WELLES|YONGOMENE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,12,Mme,NGAIOHNI Jeannine,NGAIOHNI JEANNINE,JEANNINE|NGAIOHNI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,13,M.,SIMIJANE Jacques,SIMIJANE JACQUES,JACQUES|SIMIJANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,14,Mme,HNADRIANE Hnasixiane,HNADRIANE HNASIXIANE,HNADRIANE|HNASIXIANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,15,M.,BOULA Jean Wathukatra,BOULA JEAN WATHUKATRA,BOULA|JEAN|WATHUKATRA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,16,Mme,CAEAT Odile,CAEAT ODILE,CAEAT|ODILE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,17,M.,EKEDIWO Moé,EKEDIWO MOE,EKEDIWO|MOE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,18,Mme,UEDRE Wakotre,UEDRE WAKOTRE,UEDRE|WAKOTRE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,19,M.,TAHMUMU Paul Cuki,TAHMUMU PAUL CUKI,CUKI|PAUL|TAHMUMU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,20,Mme,LEVY Brenda,LEVY BRENDA,BRENDA|LEVY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,21,M.,CAPOA Fessard,CAPOA FESSARD,CAPOA|FESSARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,22,Mme,WAIEMENE Marie,WAIEMENE MARIE,MARIE|WAIEMENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,23,M.,WAIKEDRE Gustave,WAIKEDRE GUSTAVE,GUSTAVE|WAIKEDRE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,24,Mme,WATHA Magueretre Simone,WATHA MAGUERETRE SIMONE,MAGUERETRE|SIMONE|WATHA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,25,M.,YEKAWENE Eugène,YEKAWENE EUGENE,EUGENE|YEKAWENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,26,Mme,NGAIOHNI Christiane,NGAIOHNI CHRISTIANE,CHRISTIANE|NGAIOHNI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,27,M.,GOPE Pierre,GOPE PIERRE,GOPE|PIERRE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,28,Mme,NGAIOHNY Lydie Merine,NGAIOHNY LYDIE MERINE,LYDIE|MERINE|NGAIOHNY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
8,98815,Maré,3,DYNAMIQUE UNITAIRE NENGONE,29,M.,WAMEJONENGO André,WAMEJONENGO ANDRE,ANDRE|WAMEJONENGO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,1,M.,CAWIDRONE Robert Gada,CAWIDRONE ROBERT GADA,CAWIDRONE|GADA|ROBERT,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,2,Mme,NAISSELINE Omayra,NAISSELINE OMAYRA,NAISSELINE|OMAYRA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,3,M.,YEIWENE Guy Cesar Waikedre,YEIWENE GUY CESAR WAIKEDRE,CESAR|GUY|WAIKEDRE|YEIWENE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,4,Mme,SALO EP NGAIOHNI Angèle,SALO EP NGAIOHNI ANGELE,ANGELE|EP|NGAIOHNI|SALO,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,5,M.,CAROINE Jean-Marc,CAROINE JEAN MARC,CAROINE|JEAN|MARC,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,6,Mme,MAWEA EP CUKI Marjorie,MAWEA EP CUKI MARJORIE,CUKI|EP|MARJORIE|MAWEA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,7,M.,SIPA Félix Wenemite,SIPA FELIX WENEMITE,FELIX|SIPA|WENEMITE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,8,Mme,WANAXAENG EP CITRE Marie Kaméa,WANAXAENG EP CITRE MARIE KAMEA,CITRE|EP|KAMEA|MARIE|WANAXAENG,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,9,M.,WAUNIE Yvon Wamiru,WAUNIE YVON WAMIRU,WAMIRU|WAUNIE|YVON,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,10,Mme,WEINANE EP WAYUO Irene Guako,WEINANE EP WAYUO IRENE GUAKO,EP|GUAKO|IRENE|WAYUO|WEINANE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,11,M.,WAYARIDRI Marcel Issaka,WAYARIDRI MARCEL ISSAKA,ISSAKA|MARCEL|WAYARIDRI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,12,Mme,WADROBERT EP WANARO Clara Wapépéné,WADROBERT EP WANARO CLARA WAPEPENE,CLARA|EP|WADROBERT|WANARO|WAPEPENE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,13,M.,DROWIA Jony Wanaro,DROWIA JONY WANARO,DROWIA|JONY|WANARO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,14,Mme,HARPER EP BEARUNE Copane Maguy,HARPER EP BEARUNE COPANE MAGUY,BEARUNE|COPANE|EP|HARPER|MAGUY,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,15,M.,HUKANE Denis Wapeongo,HUKANE DENIS WAPEONGO,DENIS|HUKANE|WAPEONGO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,16,Mme,BEARUNE EP WANESSE Wija,BEARUNE EP WANESSE WIJA,BEARUNE|EP|WANESSE|WIJA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,17,M.,PAUTRE Andre,PAUTRE ANDRE,ANDRE|PAUTRE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,18,Mme,MALO EP FOUYE Hudrune,MALO EP FOUYE HUDRUNE,EP|FOUYE|HUDRUNE|MALO,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,19,M.,BEARUNE Andre Duredridri,BEARUNE ANDRE DUREDRIDRI,ANDRE|BEARUNE|DUREDRIDRI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,20,Mme,YEIWENE EP WAZIARIMA Serah,YEIWENE EP WAZIARIMA SERAH,EP|SERAH|WAZIARIMA|YEIWENE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,21,M.,JEMES Patrick,JEMES PATRICK,JEMES|PATRICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,22,Mme,WAHEO Anne-Marie Dania,WAHEO ANNE MARIE DANIA,ANNE|DANIA|MARIE|WAHEO,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,23,M.,LAENE Patrick Laene,LAENE PATRICK LAENE,LAENE|PATRICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,24,Mme,GUAENERE ÉP WAHEA Jeannine,GUAENERE EP WAHEA JEANNINE,EP|GUAENERE|JEANNINE|WAHEA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,25,M.,TRABE André,TRABE ANDRE,ANDRE|TRABE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,26,Mme,GUATHOTI Jeanne Trouru,GUATHOTI JEANNE TROURU,GUATHOTI|JEANNE|TROURU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,27,M.,WAIEMENE Edouard Hagaï,WAIEMENE EDOUARD HAGAI,EDOUARD|HAGAI|WAIEMENE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,28,Mme,WANAGUI EP EATENE Hnazine,WANAGUI EP EATENE HNAZINE,EATENE|EP|HNAZINE|WANAGUI,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,29,M.,NGAIOHNY Kanatre,NGAIOHNY KANATRE,KANATRE|NGAIOHNY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,30,Mme,CAWA WAKETRE Madeleine,CAWA WAKETRE MADELEINE,CAWA|MADELEINE|WAKETRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
9,98815,Maré,4,DYNAMIQUE AUTOCHTONE,31,M.,WIAKO Georges Aël,WIAKO GEORGES AEL,AEL|GEORGES|WIAKO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,1,Mme,SINEWAMI Maryline Ciwa,SINEWAMI MARYLINE CIWA,CIWA|MARYLINE|SINEWAMI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,2,M.,SIWOINE Bertrand,SIWOINE BERTRAND,BERTRAND|SIWOINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,3,Mme,GUACAR EPOUSE WAIA Cecile Haedrerane,GUACAR EPOUSE WAIA CECILE HAEDRERANE,CECILE|EPOUSE|GUACAR|HAEDRERANE|WAIA,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,4,M.,PAALA Herman,PAALA HERMAN,HERMAN|PAALA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,5,Mme,ZEIWE EPOUSE TRIMARI Christiane,ZEIWE EPOUSE TRIMARI CHRISTIANE,CHRISTIANE|EPOUSE|TRIMARI|ZEIWE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,6,M.,WAHEO Nelson,WAHEO NELSON,NELSON|WAHEO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,7,Mme,WOWENE EPOUSE WAYARIDRI Helene,WOWENE EPOUSE WAYARIDRI HELENE,EPOUSE|HELENE|WAYARIDRI|WOWENE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,8,M.,WATU Edouard Watu,WATU EDOUARD WATU,EDOUARD|WATU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,9,Mme,WAYARIDRI EP WIAKO Nathalie,WAYARIDRI EP WIAKO NATHALIE,EP|NATHALIE|WAYARIDRI|WIAKO,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,10,M.,MALO Appolos Guawe,MALO APPOLOS GUAWE,APPOLOS|GUAWE|MALO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,11,Mme,PAALA EP WAYEWOL Louisa,PAALA EP WAYEWOL LOUISA,EP|LOUISA|PAALA|WAYEWOL,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,12,M.,KOCE Vincent Gutacene,KOCE VINCENT GUTACENE,GUTACENE|KOCE|VINCENT,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,13,Mme,YEIWENE EP URENE Wadrimene Alice,YEIWENE EP URENE WADRIMENE ALICE,ALICE|EP|URENE|WADRIMENE|YEIWENE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,14,M.,WAUNIE Gerard Guraace,WAUNIE GERARD GURAACE,GERARD|GURAACE|WAUNIE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,15,Mme,WASHETINE Christine Mélanie Pita,WASHETINE CHRISTINE MELANIE PITA,CHRISTINE|MELANIE|PITA|WASHETINE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,16,M.,WADEHNANE Yuta Yvanick,WADEHNANE YUTA YVANICK,WADEHNANE|YUTA|YVANICK,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,17,Mme,NGAIOHNI EP GOPE Marie-Rose,NGAIOHNI EP GOPE MARIE ROSE,EP|GOPE|MARIE|NGAIOHNI|ROSE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,18,M.,ENOKA Wakolo,ENOKA WAKOLO,ENOKA|WAKOLO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,19,Mme,WIAKO EP YEKAWENE Louise Lois,WIAKO EP YEKAWENE LOUISE LOIS,EP|LOIS|LOUISE|WIAKO|YEKAWENE,5,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
10,98815,Maré,5,UC FLNKS NENGONE,20,M.,LAURENT Jean-Baptiste,LAURENT JEAN BAPTISTE,BAPTISTE|JEAN|LAURENT,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
